"Sighting_ID","Observer_ID","Date","Time","Site_Code","Latitude","Longitude","Species_Common","Species_Code","Status","Band_Color","Tag_Flag","Bird_ID","Distance_m","Age_Class","Age_Code","Sex","Sex_Code","Release_Year","Release_Cohort"
"S000155","O06",2025-04-27,"07:26","MR",43.65368,-116.23262,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,13.4,"Hatch-year",1,"F",1,NA,NA
"S000156","O11",2025-07-28,"06:54","BR",43.61595,-116.21736,"American Robin","AMRO","Wild Hatch","None",0,NA,15.1,"Hatch-year",1,"F",1,NA,NA
"S000157","O10",2025-06-13,"05:57","MR",43.64101,-116.24108,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,97.5,"Adult",3,NA,NA,NA,NA
"S000158","O01",2025-07-08,"09:28","LC",43.57372,-116.17334,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,35.7,"Second-year",2,"M",2,NA,NA
"S000159","O02",2025-06-18,"07:13","LC",43.58728,-116.17501,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,53.2,"Second-year",2,"M",2,NA,NA
"S000160","O04",2025-06-19,"10:31","WC",43.62214,-116.20049,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.6,"Hatch-year",1,"M",2,NA,NA
"S000161","O08",2025-06-19,"08:55","WC",43.61679,-116.18271,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,NA,"Adult",3,"M",2,NA,NA
"S000162","O07",2025-07-26,"07:18","MR",43.64128,-116.23773,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.9,"Hatch-year",1,NA,NA,NA,NA
"S000163","O08",2025-06-07,"08:10","MR",43.6386,-116.24076,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22.5,"Adult",3,"F",1,NA,NA
"S000164","O11",2025-04-09,"06:31","WC",43.62008,-116.19017,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,42.7,"Adult",3,"F",1,NA,NA
"S000165","O12",2025-04-22,"10:25","WC",43.61528,-116.19812,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,89.8,"Adult",3,"F",1,NA,NA
"S000166","O05",2025-06-11,"08:32","WC",43.59783,-116.19108,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.6,"Second-year",2,"F",1,NA,NA
"S000167","O01",2025-06-26,"09:36","MR",43.62523,-116.2488,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114.9,"Adult",3,"F",1,NA,NA
"S000168","O04",2025-05-04,"09:18","MR",43.634,-116.23246,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.9,"Adult",3,"F",1,NA,NA
"S000169","O01",2025-05-21,"06:36","LC",43.56805,-116.16202,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,"M",2,NA,NA
"S000170","O09",2025-05-21,"05:49","BR",43.60898,-116.20296,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.1,"Hatch-year",1,"M",2,NA,NA
"S000171","O01",2025-05-18,"08:35","BR",43.61356,-116.19529,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,81.3,"Hatch-year",1,NA,NA,NA,NA
"S000172","O01",2025-05-25,"09:10","NP",43.65619,-116.16235,"American Robin","AMRO","Wild Hatch","None",0,NA,109.5,"Adult",3,NA,NA,NA,NA
"S000173","O01",2025-06-13,"09:53","MR",43.64232,-116.24503,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,30.9,"Unknown",99,"M",2,NA,NA
"S000174","O07",2025-07-30,"10:41","BR",43.62758,-116.22099,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,41.6,"Unknown",99,NA,NA,NA,NA
"S000175","O10",2025-07-31,"08:24","MR",43.65584,-116.26057,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,118.3,"Hatch-year",1,"F",1,NA,NA
"S000176","O04",2025-06-12,"09:03","SR",43.56321,-116.21738,"American Robin","AMRO","Wild Hatch","None",0,NA,10.9,"Adult",3,"F",1,NA,NA
"S000177","O04",2025-05-01,"07:17","LC",43.57848,-116.1818,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,49.8,"Second-year",2,NA,NA,NA,NA
"S000178","O03",2025-06-27,"07:05","NP",43.66275,-116.15078,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,58.6,"Adult",3,"M",2,NA,NA
"S000179","O02",2025-06-28,"10:26","SR",43.56356,-116.20674,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,88.1,"Adult",3,"F",1,NA,NA
"S000180","O03",2025-07-27,"10:55","BR",43.60465,-116.20996,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,45.6,"Second-year",2,"F",1,NA,NA
"S000181","O07",2025-06-24,"06:22","WC",43.60091,-116.1885,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,98.8,"Adult",3,"M",2,NA,NA
"S000182","O04",2025-04-18,"10:35","SR",43.55742,-116.22631,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,108.4,"Adult",3,"F",1,NA,NA
"S000183","O06",2025-05-07,"05:59","WC",43.61352,-116.18288,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B36346",118.9,"Second-year",2,"M",2,2025,"H2024_R2025"
"S000184","O12",2025-04-13,"06:33","LC",43.57844,-116.17245,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,45,"Hatch-year",1,NA,NA,NA,NA
"S000185","O07",2025-04-19,"07:57","SR",43.56647,-116.21595,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,104.4,"Second-year",2,NA,NA,NA,NA
"S000186","O10",2025-04-02,"06:59","SR",43.55308,-116.21841,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114.6,"Adult",3,"F",1,NA,NA
"S000187","O04",2025-06-19,"10:37","MR",43.63893,-116.24728,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,73.2,"Hatch-year",1,NA,NA,NA,NA
"S000188","O12",2025-04-07,"09:30","SR",43.56292,-116.20569,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,18.8,"Hatch-year",1,"F",1,NA,NA
"S000189","O10",2025-07-03,"08:16","MR",43.64251,-116.25771,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,119,"Adult",3,"M",2,NA,NA
"S000190","O06",2025-05-26,"06:06","MR",43.6292,-116.24539,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,13.8,"Adult",3,"F",1,NA,NA
"S000191","O09",2025-07-15,"07:48","SR",43.54971,-116.21854,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,55.7,"Hatch-year",1,NA,NA,NA,NA
"S000192","O01",2025-05-09,"07:41","WC",43.62225,-116.19381,"American Robin","AMRO","Wild Hatch","None",0,NA,22.2,"Hatch-year",1,NA,NA,NA,NA
"S000193","O08",2025-07-28,"10:53","WC",43.61981,-116.1853,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B93631",78.5,"Hatch-year",1,"M",2,2025,"H2025_R2025"
"S000194","O01",2025-04-26,"10:53","NP",43.65439,-116.17452,"Red-winged Blackbird","RWBL","Reintroduced","Silver",1,"B59350",94.4,"Adult",3,"F",1,2024,"H2023_R2024"
"S000195","O04",2025-04-25,"09:16","LC",43.56765,-116.17196,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,37.6,"Hatch-year",1,"F",1,NA,NA
"S000196","O12",2025-04-25,"10:05","NP",43.65523,-116.15967,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,74.1,"Adult",3,"F",1,NA,NA
"S000197","O11",2025-05-07,"07:54","LC",43.57968,-116.17373,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,30.5,"Second-year",2,"M",2,NA,NA
"S000198","O05",2025-07-03,"08:52","LC",43.57391,-116.18414,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105,"Hatch-year",1,"M",2,NA,NA
"S000199","O03",2025-06-30,"05:49","BR",43.59994,-116.21747,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,6.1,"Adult",3,"M",2,NA,NA
"S000200","O02",2025-06-21,"07:07","LC",43.5804,-116.17533,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,62.9,"Hatch-year",1,"M",2,NA,NA
"S000201","O06",2025-06-29,"06:04","WC",43.60743,-116.19598,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,10.9,"Hatch-year",1,"F",1,NA,NA
"S000202","O01",2025-05-23,"10:23","NP",43.66362,-116.15881,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,56.8,"Hatch-year",1,"F",1,NA,NA
"S000203","O06",2025-05-04,"05:45","MR",43.62707,-116.24677,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.9,"Second-year",2,"M",2,NA,NA
"S000204","O12",2025-07-12,"05:21","BR",43.6072,-116.20387,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,56.9,"Adult",3,"F",1,NA,NA
"S000205","O01",2025-06-03,"05:56","MR",43.63585,-116.23453,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,54.8,"Adult",3,"M",2,NA,NA
"S000206","O10",2025-06-24,"09:47","WC",43.63275,-116.16854,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105.3,"Unknown",99,"M",2,NA,NA
"S000207","O10",2025-06-07,"07:25","NP",43.65786,-116.17844,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,83.4,"Second-year",2,"M",2,NA,NA
"S000208","O12",2025-04-05,"07:45","NP",43.65923,-116.1705,"American Robin","AMRO","Wild Hatch","None",0,NA,112.3,"Adult",3,"M",2,NA,NA
"S000209","O05",2025-07-08,"09:29","SR",43.57027,-116.21661,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,16.9,"Adult",3,"F",1,NA,NA
"S000210","O08",2025-05-13,"05:23","LC",43.56616,-116.1815,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,76.9,"Second-year",2,"F",1,NA,NA
"S000211","O05",2025-07-14,"08:20","SR",43.57326,-116.20324,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,9.4,"Adult",3,"F",1,NA,NA
"S000212","O09",2025-07-03,"06:10","MR",43.64207,-116.2486,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,75.5,"Second-year",2,NA,NA,NA,NA
"S000213","O03",2025-06-12,"08:20","BR",43.60499,-116.2113,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"M",2,NA,NA
"S000214","O02",2025-05-15,"10:36","BR",43.61784,-116.2306,"Red-winged Blackbird","RWBL","Reintroduced","Silver",1,"B83038",67.8,"Adult",3,"F",1,2024,"H2023_R2024"
"S000215","O01",2025-07-01,"10:36","MR",43.64868,-116.24971,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,36.3,"Second-year",2,"F",1,NA,NA
"S000216","O03",2025-05-23,"05:51","LC",43.58487,-116.19568,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,63.5,"Adult",3,"F",1,NA,NA
"S000217","O03",2025-04-17,"08:58","MR",43.63446,-116.23886,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,74.6,"Adult",3,"M",2,NA,NA
"S000218","O04",2025-04-14,"08:27","BR",43.60578,-116.21824,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,8.7,"Second-year",2,"M",2,NA,NA
"S000219","O05",2025-04-28,"08:10","WC",43.62584,-116.18464,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,106.9,"Adult",3,"F",1,NA,NA
"S000220","O03",2025-07-04,"09:10","WC",43.62893,-116.19711,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,9.4,"Second-year",2,NA,NA,NA,NA
"S000221","O10",2025-07-12,"10:50","WC",43.62914,-116.18791,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,67,"Adult",3,"F",1,NA,NA
"S000222","O04",2025-07-06,"09:20","LC",43.57347,-116.18139,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,9,"Adult",3,"M",2,NA,NA
"S000223","O05",2025-07-29,"08:11","SR",43.56517,-116.22208,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B68207",55,"Second-year",2,"M",2,2025,"H2024_R2025"
"S000224","O07",2025-06-06,"05:04","SR",43.54871,-116.2164,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,81.8,"Adult",3,"M",2,NA,NA
"S000225","O05",2025-05-08,"05:09","NP",43.66902,-116.15143,"American Robin","AMRO","Wild Hatch","None",0,NA,54.7,"Hatch-year",1,"F",1,NA,NA
"S000226","O11",2025-06-23,"09:24","WC",43.61292,-116.17683,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"M",2,NA,NA
"S000227","O01",2025-07-02,"05:01","LC",43.5694,-116.19115,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.3,"Second-year",2,"M",2,NA,NA
"S000228","O12",2025-07-31,"07:27","WC",43.61478,-116.19464,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,66.8,"Hatch-year",1,NA,NA,NA,NA
"S000229","O02",2025-05-27,"08:17","NP",43.65272,-116.16407,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,82.5,"Adult",3,"F",1,NA,NA
"S000230","O10",2025-06-21,"08:47","MR",43.65372,-116.24299,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,27,"Second-year",2,"M",2,NA,NA
"S000231","O09",2025-07-07,"06:05","WC",43.63325,-116.18366,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,102,"Second-year",2,"M",2,NA,NA
"S000232","O02",2025-07-12,"10:09","LC",43.58524,-116.17408,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,31.3,"Hatch-year",1,NA,NA,NA,NA
"S000233","O10",2025-04-02,"06:51","BR",43.59957,-116.21761,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B92544",36.2,"Hatch-year",1,NA,NA,2025,"H2025_R2025"
"S000234","O07",2025-04-14,"09:52","BR",43.62046,-116.21405,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,9.8,"Second-year",2,"F",1,NA,NA
"S000235","O03",2025-04-28,"08:58","LC",43.55974,-116.18896,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,38.3,"Second-year",2,"M",2,NA,NA
"S000236","O12",2025-06-16,"05:39","BR",43.60612,-116.21284,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,37.2,"Hatch-year",1,"M",2,NA,NA
"S000237","O09",2025-07-04,"08:19","SR",43.56458,-116.21953,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,59.9,"Unknown",99,NA,NA,NA,NA
"S000238","O11",2025-04-22,"05:34","MR",43.64161,-116.2358,"Song Sparrow","SOSP","Reintroduced","Green",1,"B35147",13.2,"Hatch-year",1,"F",1,2025,"H2025_R2025"
"S000239","O12",2025-07-28,"05:30","BR",43.60944,-116.21622,"Song Sparrow","SOSP","Reintroduced","Blue",1,"B24490",33.8,"Second-year",2,NA,NA,2025,"H2024_R2025"
"S000240","O02",2025-04-17,"09:07","LC",43.59014,-116.18413,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B32914",116.9,"Hatch-year",1,"M",2,2025,"H2025_R2025"
"S000241","O01",2025-07-31,"05:37","WC",43.63086,-116.20038,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,10.2,"Adult",3,"F",1,NA,NA
"S000242","O10",2025-07-11,"05:08","LC",43.57035,-116.17273,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,29.6,"Adult",3,NA,NA,NA,NA
"S000243","O02",2025-04-25,"09:40","MR",43.65015,-116.23909,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,89.3,"Second-year",2,NA,NA,NA,NA
"S000244","O04",2025-05-08,"08:36","SR",43.58147,-116.20303,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,108.9,"Adult",3,"M",2,NA,NA
"S000245","O10",2025-06-10,"08:06","BR",43.60984,-116.22311,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,NA,"Hatch-year",1,"M",2,NA,NA
"S000246","O07",2025-06-24,"06:18","SR",43.56283,-116.21757,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,21.7,"Adult",3,"F",1,NA,NA
"S000247","O04",2025-07-15,"05:06","BR",43.62431,-116.20132,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B45970",NA,"Second-year",2,"F",1,2025,"H2024_R2025"
"S000248","O08",2025-07-18,"08:12","NP",43.66468,-116.16305,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"M",2,NA,NA
"S000249","O04",2025-07-25,"05:45","MR",43.64822,-116.23811,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,95.9,"Adult",3,"F",1,NA,NA
"S000250","O08",2025-07-13,"09:28","MR",43.61594,-116.23664,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114.3,"Adult",3,NA,NA,NA,NA
"S000251","O10",2025-06-14,"10:41","BR",43.60349,-116.21307,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7,"Second-year",2,"M",2,NA,NA
"S000252","O10",2025-07-21,"05:53","BR",43.5967,-116.20113,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.4,"Adult",3,"F",1,NA,NA
"S000253","O12",2025-05-11,"06:56","LC",43.5854,-116.18116,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.5,"Hatch-year",1,"M",2,NA,NA
"S000254","O05",2025-06-27,"07:55","NP",43.64893,-116.16649,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,117.4,"Adult",3,NA,NA,NA,NA
"S000255","O04",2025-07-14,"10:43","BR",43.6218,-116.21772,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,32.5,"Second-year",2,"F",1,NA,NA
"S000256","O03",2025-06-29,"09:17","BR",43.61234,-116.21692,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,91.3,"Second-year",2,"M",2,NA,NA
"S000257","O01",2025-07-04,"09:22","MR",43.62475,-116.24178,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.8,"Second-year",2,"M",2,NA,NA
"S000258","O11",2025-05-13,"08:55","MR",43.63125,-116.24626,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,62.5,"Adult",3,"M",2,NA,NA
"S000259","O07",2025-04-26,"06:52","BR",43.60928,-116.21088,"Asterfall Reedlark","ARLK","Reintroduced","Silver",1,"B62934",20.4,"Adult",3,"M",2,2024,"H2023_R2024"
"S000260","O12",2025-07-31,"06:13","SR",43.55297,-116.23156,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B45970",76.9,"Second-year",2,"M",2,2025,"H2024_R2025"
"S000261","O06",2025-06-14,"07:27","MR",43.65246,-116.24721,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,5.3,"Adult",3,"F",1,NA,NA
"S000262","O03",2025-06-18,"09:50","BR",43.61355,-116.22986,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,47.4,"Unknown",99,"M",2,NA,NA
"S000263","O08",2025-05-20,"08:28","WC",43.62417,-116.17977,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,17.5,"Adult",3,"F",1,NA,NA
"S000264","O10",2025-05-08,"09:55","WC",43.62497,-116.18471,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,29.4,"Unknown",99,NA,NA,NA,NA
"S000265","O09",2025-05-29,"05:04","WC",43.61174,-116.2082,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,88.7,"Second-year",2,"F",1,NA,NA
"S000266","O11",2025-04-03,"07:13","NP",43.64456,-116.16661,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,NA,NA,NA,NA
"S000267","O07",2025-07-23,"06:02","LC",43.58786,-116.16349,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,88.7,"Hatch-year",1,"M",2,NA,NA
"S000268","O11",2025-04-08,"08:57","WC",43.61788,-116.18111,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.8,"Adult",3,"F",1,NA,NA
"S000269","O12",2025-07-30,"09:39","BR",43.61148,-116.21733,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,97.6,"Unknown",99,"F",1,NA,NA
"S000270","O12",2025-04-13,"06:28","MR",43.64528,-116.24993,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,88.8,"Adult",3,"M",2,NA,NA
"S000271","O07",2025-04-27,"06:54","BR",43.6106,-116.20854,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.2,"Unknown",99,"M",2,NA,NA
"S000272","O04",2025-04-08,"06:28","MR",43.64717,-116.2309,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,31.7,"Adult",3,"M",2,NA,NA
"S000273","O02",2025-06-02,"09:22","LC",43.57606,-116.18912,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B96978",87.3,"Second-year",2,"F",1,2025,"H2024_R2025"
"S000274","O04",2025-04-24,"08:26","SR",43.54937,-116.22729,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,49.9,"Hatch-year",1,"M",2,NA,NA
"S000275","O05",2025-05-18,"09:18","BR",43.60302,-116.20334,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,117.6,"Hatch-year",1,"F",1,NA,NA
"S000276","O11",2025-06-08,"07:08","MR",43.6529,-116.24054,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,73.7,"Hatch-year",1,NA,NA,NA,NA
"S000277","O12",2025-07-26,"06:08","SR",43.56848,-116.22693,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,44.1,"Hatch-year",1,"M",2,NA,NA
"S000278","O10",2025-07-02,"08:02","BR",43.61391,-116.20874,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,79.9,"Hatch-year",1,"M",2,NA,NA
"S000279","O07",2025-04-17,"06:02","MR",43.65129,-116.24332,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,57,"Unknown",99,"F",1,NA,NA
"S000280","O12",2025-05-06,"09:21","BR",43.60917,-116.21364,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.2,"Adult",3,"M",2,NA,NA
"S000281","O12",2025-07-06,"05:15","SR",43.55322,-116.21309,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87.3,"Second-year",2,"M",2,NA,NA
"S000282","O01",2025-07-23,"08:20","BR",43.61123,-116.21125,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,101.9,"Hatch-year",1,NA,NA,NA,NA
"S000283","O12",2025-05-28,"05:05","SR",43.56103,-116.22806,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,38.1,"Second-year",2,"M",2,NA,NA
"S000284","O06",2025-05-21,"05:05","NP",43.66649,-116.16138,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B85974",84.2,"Hatch-year",1,"F",1,2025,"H2025_R2025"
"S000285","O04",2025-06-22,"08:21","NP",43.66179,-116.16754,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.9,"Hatch-year",1,"F",1,NA,NA
"S000286","O02",2025-06-06,"06:01","MR",43.62577,-116.225,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.9,"Unknown",99,"M",2,NA,NA
"S000287","O06",2025-05-17,"05:29","SR",43.5668,-116.21569,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,66.9,"Hatch-year",1,NA,NA,NA,NA
"S000288","O07",2025-06-06,"06:23","SR",43.55372,-116.21993,"American Robin","AMRO","Wild Hatch","None",0,NA,12.3,"Hatch-year",1,"F",1,NA,NA
"S000289","O07",2025-04-10,"06:15","BR",43.61309,-116.20187,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,25.4,"Adult",3,"M",2,NA,NA
"S000290","O08",2025-06-21,"07:06","BR",43.61796,-116.22673,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,86.2,"Adult",3,"F",1,NA,NA
"S000291","O07",2025-07-24,"09:37","WC",43.62642,-116.17374,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,39.3,"Second-year",2,"F",1,NA,NA
"S000292","O11",2025-07-03,"07:48","NP",43.65571,-116.17745,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,110.2,"Adult",3,"M",2,NA,NA
"S000293","O05",2025-07-20,"06:08","SR",43.55196,-116.22021,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B17303",26.3,"Second-year",2,"M",2,2025,"H2024_R2025"
"S000294","O08",2025-05-29,"05:40","WC",43.62146,-116.19821,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,109.5,"Hatch-year",1,"M",2,NA,NA
"S000295","O09",2025-06-18,"07:48","MR",43.63481,-116.25206,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,89.2,"Unknown",99,NA,NA,NA,NA
"S000296","O04",2025-04-06,"06:16","BR",43.60182,-116.21553,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,78.4,"Adult",3,"F",1,NA,NA
"S000297","O02",2025-07-16,"10:34","BR",43.60413,-116.20684,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,42.5,"Second-year",2,NA,NA,NA,NA
"S000298","O10",2025-07-11,"09:50","WC",43.61545,-116.18738,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,79.2,"Second-year",2,"M",2,NA,NA
"S000299","O10",2025-07-04,"06:50","BR",43.60202,-116.2095,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,100.3,"Unknown",99,"F",1,NA,NA
"S000300","O05",2025-06-26,"06:46","NP",43.66087,-116.16184,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,80.7,"Hatch-year",1,"M",2,NA,NA
"S000301","O08",2025-06-21,"06:58","MR",43.64089,-116.25497,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B44140",48.5,"Second-year",2,"F",1,2025,"H2024_R2025"
"S000302","O06",2025-05-15,"08:48","LC",43.58691,-116.1952,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,70.3,"Hatch-year",1,"F",1,NA,NA
"S000303","O12",2025-05-14,"10:50","SR",43.57065,-116.22692,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,78.5,"Adult",3,"M",2,NA,NA
"S000304","O06",2025-05-13,"06:09","MR",43.64804,-116.24056,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,105.7,"Adult",3,"M",2,NA,NA
"S000305","O10",2025-05-12,"08:14","SR",43.5724,-116.21636,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,20.3,"Hatch-year",1,"F",1,NA,NA
"S000306","O08",2025-06-25,"07:15","NP",43.65668,-116.17476,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,66.2,"Adult",3,"F",1,NA,NA
"S000307","O01",2025-05-07,"06:59","SR",43.54663,-116.21444,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103,"Hatch-year",1,"M",2,NA,NA
"S000308","O03",2025-07-04,"05:12","NP",43.67706,-116.15184,"Song Sparrow","SOSP","Reintroduced","Silver",1,"B67011",35.6,"Adult",3,"F",1,2024,"H2023_R2024"
"S000309","O10",2025-04-12,"06:26","NP",43.66115,-116.15877,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,87.6,"Second-year",2,"M",2,NA,NA
